file,source_family,column,row_count,blank_count,blank_pct,non_empty_count
cod_population_admin4.csv,COD-PS,ADM2_PCODE,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,ADM2_NAME,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,ADM3_PCODE,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,ADM3_NAME,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,ADM4_PCODE,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,ADM4_NAME,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,Population_group,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,Gender,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,Age_range,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,Age_min,17465,17465,100.0,0
cod_population_admin4.csv,COD-PS,Age_max,17465,17465,100.0,0
cod_population_admin4.csv,COD-PS,Population,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,Reference_year,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,Source,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,Contributor,17465,0,0.0,17465
fts_incoming_funding_global.csv,FTS,date,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,budgetYear,7990,644,8.0601,7346
fts_incoming_funding_global.csv,FTS,description,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,amountUSD,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,srcOrganization,7990,2,0.025,7988
fts_incoming_funding_global.csv,FTS,srcOrganizationTypes,7990,2,0.025,7988
fts_incoming_funding_global.csv,FTS,srcLocations,7990,3569,44.6683,4421
fts_incoming_funding_global.csv,FTS,srcUsageYearStart,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,srcUsageYearEnd,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,destPlan,7990,2972,37.1965,5018
fts_incoming_funding_global.csv,FTS,destPlanCode,7990,2972,37.1965,5018
fts_incoming_funding_global.csv,FTS,destPlanId,7990,2972,37.1965,5018
fts_incoming_funding_global.csv,FTS,destOrganization,7990,65,0.8135,7925
fts_incoming_funding_global.csv,FTS,destOrganizationTypes,7990,65,0.8135,7925
fts_incoming_funding_global.csv,FTS,destGlobalClusters,7990,1080,13.5169,6910
fts_incoming_funding_global.csv,FTS,destLocations,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,destProject,7990,7870,98.4981,120
fts_incoming_funding_global.csv,FTS,destProjectCode,7990,7870,98.4981,120
fts_incoming_funding_global.csv,FTS,destEmergency,7990,7492,93.7672,498
fts_incoming_funding_global.csv,FTS,destUsageYearStart,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,destUsageYearEnd,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,contributionType,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,flowType,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,method,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,boundary,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,onBoundary,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,status,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,firstReportedDate,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,decisionDate,7990,415,5.194,7575
fts_incoming_funding_global.csv,FTS,keywords,7990,6630,82.9787,1360
fts_incoming_funding_global.csv,FTS,originalAmount,7990,1349,16.8836,6641
fts_incoming_funding_global.csv,FTS,originalCurrency,7990,1349,16.8836,6641
fts_incoming_funding_global.csv,FTS,exchangeRate,7990,1349,16.8836,6641
fts_incoming_funding_global.csv,FTS,id,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,refCode,7990,445,5.5695,7545
fts_incoming_funding_global.csv,FTS,createdAt,7990,0,0.0,7990
fts_incoming_funding_global.csv,FTS,updatedAt,7990,0,0.0,7990
fts_internal_funding_global.csv,FTS,date,675,0,0.0,675
fts_internal_funding_global.csv,FTS,budgetYear,675,14,2.0741,661
fts_internal_funding_global.csv,FTS,description,675,0,0.0,675
fts_internal_funding_global.csv,FTS,amountUSD,675,0,0.0,675
fts_internal_funding_global.csv,FTS,srcOrganization,675,0,0.0,675
fts_internal_funding_global.csv,FTS,srcOrganizationTypes,675,0,0.0,675
fts_internal_funding_global.csv,FTS,srcLocations,675,0,0.0,675
fts_internal_funding_global.csv,FTS,srcUsageYearStart,675,0,0.0,675
fts_internal_funding_global.csv,FTS,srcUsageYearEnd,675,0,0.0,675
fts_internal_funding_global.csv,FTS,destPlan,675,10,1.4815,665
fts_internal_funding_global.csv,FTS,destPlanCode,675,10,1.4815,665
fts_internal_funding_global.csv,FTS,destPlanId,675,10,1.4815,665
fts_internal_funding_global.csv,FTS,destOrganization,675,0,0.0,675
fts_internal_funding_global.csv,FTS,destOrganizationTypes,675,0,0.0,675
fts_internal_funding_global.csv,FTS,destGlobalClusters,675,142,21.037,533
fts_internal_funding_global.csv,FTS,destLocations,675,0,0.0,675
fts_internal_funding_global.csv,FTS,destProject,675,675,100.0,0
fts_internal_funding_global.csv,FTS,destProjectCode,675,675,100.0,0
fts_internal_funding_global.csv,FTS,destEmergency,675,636,94.2222,39
fts_internal_funding_global.csv,FTS,destUsageYearStart,675,0,0.0,675
fts_internal_funding_global.csv,FTS,destUsageYearEnd,675,0,0.0,675
fts_internal_funding_global.csv,FTS,contributionType,675,0,0.0,675
