Country,AllocationYear,AllocationSourceName,OrganizationType,ProjectDuration (Months),Budget,Projectsector,Total People,CIRV - Prev,CIVR - Inc
Ethiopia,2017,Standard,UN Agency,8 ,1000000.0,"[""Logistics""]",11000,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,10,637194.57,"[""Water, Sanitation and Hygiene (WASH)""]",31000,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,7 ,629838.75,"[""Water, Sanitation and Hygiene (WASH)""]",43168,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,10,1000000.0,"[""Water, Sanitation and Hygiene (WASH)""]",71600,"62,3","-0,07"
Ethiopia,2017,Standard,UN Agency,8 ,1000000.0,"[""Emergency Shelter and Non-Food Items""]",29766,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,8 ,281304.86,"[""Nutrition""]",7727,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,8 ,1000000.0,"[""Emergency Shelter and Non-Food Items""]",34322,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,6 ,402000.75,"[""Food Security""]",5400,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,10,823372.17,"[""Health""]",84594,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,9 ,1184905.15,"[""Health"", ""Nutrition""]",101198,"62,3","-0,07"
Ethiopia,2017,Standard,UN Agency,9 ,1700000.23,"[""Nutrition""]",186500,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,7 ,154624.12,"[""Nutrition""]",11862,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,8 ,249938.68,"[""Water, Sanitation and Hygiene (WASH)""]",71710,"62,3","-0,07"
Ethiopia,2017,Standard,National NGO,6 ,159998.3,"[""Nutrition""]",19624,"62,3","-0,07"
Ethiopia,2017,Standard,National NGO,10,420000.01,"[""Health"", ""Nutrition""]",158000,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,7 ,240021.06,"[""Nutrition""]",70712,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,6 ,250023.38,"[""Food Security""]",5928,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,6 ,305184.66,"[""Nutrition""]",5127,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,5 ,219433.8,"[""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",3779,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,6 ,450000.46,"[""Water, Sanitation and Hygiene (WASH)""]",6000,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,12,499969.46,"[""Water, Sanitation and Hygiene (WASH)""]",7635,"62,3","-0,07"
Ethiopia,2017,Standard,UN Agency,9 ,650219.69,"[""Camp Coordination""]",1000,"62,3","-0,07"
Ethiopia,2017,Standard,National NGO,6 ,159999.0,"[""Nutrition""]",24163,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,6 ,544270.39,"[""Health""]",13600,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,9 ,400000.0,"[""Nutrition""]",16865,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,7 ,280869.86,"[""Protection""]",6790,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,6 ,122449.53,"[""Protection""]",1025,"62,3","-0,07"
Ethiopia,2017,Standard,International NGO,9 ,249822.08,"[""Protection""]",10500,"62,3","-0,07"
Ethiopia,2017,Reserve,International NGO,8 ,492442.19,"[""Nutrition""]",9332,"62,3","-0,07"
Ethiopia,2017,Reserve,UN Agency,18,498559.87,"[""Camp Coordination""]",160,"62,3","-0,07"
Ethiopia,2017,Reserve,UN Agency,6 ,2069326.54,"[""Health"", ""Nutrition""]",99723,"62,3","-0,07"
Ethiopia,2017,Reserve,UN Agency,9 ,500000.03,"[""Health""]",597493,"62,3","-0,07"
Ethiopia,2017,Reserve,International NGO,6 ,681252.45,"[""Nutrition""]",3138,"62,3","-0,07"
Ethiopia,2017,Reserve,International NGO,9 ,502811.07,"[""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",18210,"62,3","-0,07"
Ethiopia,2017,Reserve,National NGO,6 ,239999.4,"[""Nutrition""]",14146,"62,3","-0,07"
Ethiopia,2017,Reserve,International NGO,6 ,1011334.65,"[""Nutrition""]",78309,"62,3","-0,07"
Ethiopia,2017,Reserve,International NGO,9 ,655700.54,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",90536,"62,3","-0,07"
Ethiopia,2017,Reserve,UN Agency,6 ,1545334.77,"[""Emergency Shelter and Non-Food Items""]",71500,"62,3","-0,07"
Ethiopia,2017,Reserve,International NGO,9 ,956500.0,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",54475,"62,3","-0,07"
Ethiopia,2017,Reserve,UN Agency,6 ,600000.36,"[""Nutrition""]",19500,"62,3","-0,07"
Ethiopia,2017,Reserve,International NGO,9 ,340233.43,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",32478,"62,3","-0,07"
Ethiopia,2017,Reserve,UN Agency,3 ,533499.33,"[""Water, Sanitation and Hygiene (WASH)""]",176149,"62,3","-0,07"
Iraq,2017,Reserve,National NGO,5 ,321814.5,"[""Early Recovery""]",1000,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,106471.1,"[""Protection""]",2050,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,150024.7,"[""Water, Sanitation and Hygiene (WASH)""]",11295,"70,6",0
Iraq,2017,Reserve,National NGO,8 ,134610.0,"[""Early Recovery""]",200,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,189106.45,"[""Education"", ""Water, Sanitation and Hygiene (WASH)""]",4700,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,199966.0,"[""Education"", ""Protection""]",7811,"70,6",0
Iraq,2017,Reserve,National NGO,3 ,58695.52,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",1100,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,104103.3,"[""Early Recovery""]",300,"70,6",0
Iraq,2017,Reserve,National NGO,9 ,176757.15,"[""Protection""]",8800,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,128367.0,"[""Protection""]",7500,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,244979.3,"[""Protection""]",28000,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,230404.17,"[""Health""]",28800,"70,6",0
Iraq,2017,Reserve,National NGO,6 ,58570.0,"[""Protection""]",5300,"70,6",0
Iraq,2017,Reserve,International NGO,6 ,2020695.0,"[""Camp Coordination"", ""Water, Sanitation and Hygiene (WASH)""]",45000,"70,6",0
Iraq,2017,Standard,International NGO,7 ,700000.05,"[""Water, Sanitation and Hygiene (WASH)""]",50000,"70,6",0
Iraq,2017,Standard,International NGO,7 ,285700.7,"[""Protection""]",30000,"70,6",0
Iraq,2017,Standard,International NGO,8 ,247786.32,"[""Health""]",42249,"70,6",0
Iraq,2017,Standard,National NGO,8 ,399999.38,"[""Health""]",31824,"70,6",0
Iraq,2017,Standard,International NGO,9 ,349999.86,"[""Health""]",44640,"70,6",0
Iraq,2017,Standard,International NGO,6 ,677273.2,"[""Emergency Shelter and Non-Food Items""]",12756,"70,6",0
Iraq,2017,Standard,National NGO,6 ,320133.3,"[""Education"", ""Protection""]",2338,"70,6",0
Iraq,2017,Standard,National NGO,10,285317.13,"[""Health""]",11550,"70,6",0
Iraq,2017,Standard,International NGO,6 ,647949.2,"[""Food Security""]",12756,"70,6",0
Iraq,2017,Standard,International NGO,5 ,380000.0,"[""Education"", ""Water, Sanitation and Hygiene (WASH)""]",3400,"70,6",0
Iraq,2017,Standard,International NGO,9 ,381557.99,"[""Protection""]",26730,"70,6",0
Iraq,2017,Standard,International NGO,7 ,459328.53,"[""Protection""]",8378,"70,6",0
Iraq,2017,Standard,National NGO,6 ,377645.8,"[""Camp Coordination""]",72000,"70,6",0
Iraq,2017,Standard,International NGO,8 ,844428.91,"[""Water, Sanitation and Hygiene (WASH)""]",55750,"70,6",0
Iraq,2017,Standard,International NGO,7 ,696351.1,"[""Food Security""]",60462,"70,6",0
Iraq,2017,Standard,UN Agency,8 ,650000.48,"[""Health""]",44800,"70,6",0
Iraq,2017,Standard,International NGO,6 ,349999.91,"[""Water, Sanitation and Hygiene (WASH)""]",60726,"70,6",0
Iraq,2017,Standard,International NGO,8 ,675421.2,"[""Camp Coordination""]",131500,"70,6",0
Iraq,2017,Standard,National NGO,3 ,500749.3,"[""Water, Sanitation and Hygiene (WASH)""]",36000,"70,6",0
Iraq,2017,Standard,International NGO,6 ,676935.8,"[""Emergency Shelter and Non-Food Items""]",6600,"70,6",0
Iraq,2017,Standard,International NGO,6 ,700000.0,"[""Water, Sanitation and Hygiene (WASH)""]",40381,"70,6",0
Iraq,2017,Standard,UN Agency,6 ,1117933.86,"[""Protection""]",55750,"70,6",0
Iraq,2017,Standard,International NGO,9 ,549999.04,"[""Water, Sanitation and Hygiene (WASH)""]",20000,"70,6",0
Iraq,2017,Standard,UN Agency,11,652498.84,"[""Camp Coordination""]",49500,"70,6",0
Iraq,2017,Standard,International NGO,5 ,246300.6,"[""Other""]",500000,"70,6",0
Iraq,2017,Standard,International NGO,15,202294.2,"[""Education""]",2448,"70,6",0
Iraq,2017,Standard,International NGO,9 ,370041.0,"[""Education"", ""Protection""]",19500,"70,6",0
Iraq,2017,Standard,Others,7 ,499893.3,"[""Water, Sanitation and Hygiene (WASH)""]",30000,"70,6",0
Iraq,2017,Standard,National NGO,7 ,361751.25,"[""Education"", ""Water, Sanitation and Hygiene (WASH)""]",8304,"70,6",0
Iraq,2017,Standard,International NGO,9 ,495789.69,"[""Protection""]",30650,"70,6",0
Iraq,2017,Standard,International NGO,6 ,349933.41,"[""Early Recovery""]",450,"70,6",0
Iraq,2017,Standard,UN Agency,6 ,1200000.01,"[""Health""]",31605,"70,6",0
Iraq,2017,Standard,International NGO,6 ,714000.0,"[""Emergency Shelter and Non-Food Items""]",10500,"70,6",0
Iraq,2017,Standard,International NGO,6 ,126627.6,"[""Camp Coordination""]",15000,"70,6",0
Iraq,2017,Standard,International NGO,9 ,450000.0,"[""Water, Sanitation and Hygiene (WASH)""]",7500,"70,6",0
Iraq,2017,Standard,UN Agency,16,1149989.05,"[""Logistics""]",30,"70,6",0
Iraq,2017,Standard,International NGO,8 ,700000.0,"[""Water, Sanitation and Hygiene (WASH)""]",10100,"70,6",0
Iraq,2017,Standard,National NGO,8 ,299999.75,"[""Health""]",23100,"70,6",0
Iraq,2017,Standard,UN Agency,18,1472499.29,"[""Emergency Telecommunications""]",60,"70,6",0
Iraq,2017,Standard,International NGO,6 ,450000.27,"[""Other""]",4500,"70,6",0
Iraq,2017,Standard,UN Agency,12,2899996.3,"[""Health""]",500000,"70,6",0
Iraq,2017,Standard,International NGO,4 ,399958.68,"[""Health""]",22230,"70,6",0
Iraq,2017,Standard,International NGO,6 ,421464.44,"[""Emergency Shelter and Non-Food Items""]",6000,"70,6",0
Iraq,2017,Standard,International NGO,8 ,160001.38,"[""Camp Coordination"", ""Health""]",15000,"70,6",0
Iraq,2017,Standard,International NGO,12,369999.58,"[""Water, Sanitation and Hygiene (WASH)""]",8500,"70,6",0
Iraq,2017,Standard,International NGO,6 ,410800.82,"[""Education""]",3916,"70,6",0
Iraq,2017,Standard,International NGO,6 ,375003.33,"[""Protection""]",5144,"70,6",0
Iraq,2017,Standard,International NGO,7 ,229000.0,"[""Protection""]",2664,"70,6",0
Iraq,2017,Standard,International NGO,8 ,600000.0,"[""Other""]",3720,"70,6",0
Iraq,2017,Standard,National NGO,8 ,540737.34,"[""Health""]",29000,"70,6",0
Iraq,2017,Standard,Others,3 ,110000.28,"[""Health""]",65000,"70,6",0
Iraq,2017,Standard,International NGO,8 ,452254.03,"[""Health""]",31500,"70,6",0
Iraq,2017,Standard,National NGO,6 ,57662.14,"[""Protection""]",916,"70,6",0
Iraq,2017,Standard,International NGO,9 ,418798.0,"[""Food Security""]",36000,"70,6",0
Iraq,2017,Standard,International NGO,8 ,369859.41,"[""Water, Sanitation and Hygiene (WASH)""]",17000,"70,6",0
Iraq,2017,Standard,Others,4 ,539347.11,"[""Other""]",10800,"70,6",0
Iraq,2017,Standard,International NGO,8 ,449903.97,"[""Education""]",11240,"70,6",0
Iraq,2017,Standard,UN Agency,9 ,2005677.66,"[""Food Security""]",246000,"70,6",0
Iraq,2017,Standard,International NGO,13,200000.59,"[""Health""]",9179,"70,6",0
Iraq,2017,Standard,International NGO,6 ,742399.99,"[""Education""]",31142,"70,6",0
Iraq,2017,Standard,International NGO,6 ,299556.4,"[""Water, Sanitation and Hygiene (WASH)""]",4200,"70,6",0
Iraq,2017,Standard,International NGO,5 ,2250000.0,"[""Other""]",22602,"70,6",0
Iraq,2017,Standard,UN Agency,6 ,631835.0,"[""Emergency Shelter and Non-Food Items""]",33000,"70,6",0
Iraq,2017,Standard,International NGO,5 ,300000.0,"[""Early Recovery""]",3336,"70,6",0
Iraq,2017,Standard,International NGO,6 ,572447.0,"[""Emergency Shelter and Non-Food Items""]",11888,"70,6",0
Iraq,2017,Standard,National NGO,6 ,340112.34,"[""Other""]",6040,"70,6",0
Iraq,2017,Standard,UN Agency,4 ,400000.0,"[""Water, Sanitation and Hygiene (WASH)""]",64000,"70,6",0
Iraq,2017,Standard,National NGO,5 ,317747.2,"[""Early Recovery""]",2100,"70,6",0
Iraq,2017,Standard,International NGO,6 ,350000.21,"[""Early Recovery""]",3120,"70,6",0
Iraq,2017,Standard,International NGO,6 ,230000.78,"[""Protection""]",11408,"70,6",0
Iraq,2017,Standard,International NGO,6 ,725999.87,"[""Water, Sanitation and Hygiene (WASH)""]",24500,"70,6",0
Iraq,2017,Standard,International NGO,8 ,527750.88,"[""Education"", ""Protection""]",10100,"70,6",0
Iraq,2017,Standard,UN Agency,6 ,2200070.44,"[""Water, Sanitation and Hygiene (WASH)""]",240000,"70,6",0
Iraq,2017,Standard,International NGO,10,485000.38,"[""Protection""]",6702,"70,6",0
Iraq,2017,Standard,International NGO,6 ,299997.02,"[""Protection""]",11340,"70,6",0
Iraq,2017,Standard,International NGO,8 ,249236.21,"[""Health""]",41000,"70,6",0
Iraq,2017,Standard,International NGO,6 ,402590.0,"[""Protection""]",10880,"70,6",0
Iraq,2017,Standard,International NGO,7 ,553992.5,"[""Education""]",56000,"70,6",0
Iraq,2017,Standard,UN Agency,4 ,390764.86,"[""Emergency Shelter and Non-Food Items""]",7200,"70,6",0
Iraq,2017,Standard,UN Agency,9 ,1000000.0,"[""Food Security"", ""Health"", ""Protection""]",100000,"70,6",0
Iraq,2017,Standard,UN Agency,7 ,260000.0,"[""Early Recovery""]",6000,"70,6",0
Iraq,2017,Standard,International NGO,3 ,494709.15,"[""Education""]",16000,"70,6",0
Iraq,2017,Reserve,UN Agency,8 ,313794.96,"[""Camp Coordination""]",9,"70,6",0
Iraq,2017,Reserve,UN Agency,6 ,999808.0,"[""Protection""]",144000,"70,6",0
Iraq,2017,Reserve,UN Agency,9 ,3097324.85,"[""Camp Coordination""]",16113,"70,6",0
Iraq,2017,Reserve,UN Agency,3 ,175544.2,"[""Protection""]",3775,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,6 ,132627.72,"[""Protection""]",4537,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,4 ,439891.98,"[""Health""]",18000,"69,8","-0,03"
Iraq,2017,Reserve,Others,12,620000.8,"[""Water, Sanitation and Hygiene (WASH)""]",11142,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,15,744966.43,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",25280,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,3 ,466866.95,"[""Water, Sanitation and Hygiene (WASH)""]",18000,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,6 ,282680.42,"[""Protection""]",3424,"69,8","-0,03"
Iraq,2017,Reserve,National NGO,5 ,195168.0,"[""Water, Sanitation and Hygiene (WASH)""]",60000,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,4 ,1729735.62,"[""Health""]",95190,"69,8","-0,03"
Iraq,2017,Reserve,National NGO,5 ,252199.0,"[""Education"", ""Protection""]",3785,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,4 ,225000.0,"[""Health""]",13719,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,4 ,124999.65,"[""Health""]",7500,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,5 ,693417.04,"[""Protection""]",25586,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,9 ,248099.62,"[""Health"", ""Nutrition""]",16800,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,3 ,640943.76,"[""Health""]",80000,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,8 ,950000.0,"[""Other""]",5520,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,9 ,1282011.45,"[""Emergency Shelter and Non-Food Items""]",12180,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,8 ,971526.13,"[""Other""]",68000,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,12,750000.0,"[""Other""]",4250,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,7 ,730000.0,"[""Emergency Shelter and Non-Food Items""]",14349,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,9 ,460000.0,"[""Water, Sanitation and Hygiene (WASH)""]",10500,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,7 ,329340.65,"[""Protection""]",18000,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,12,140041.81,"[""Protection""]",1885,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,4 ,551636.01,"[""Emergency Shelter and Non-Food Items""]",6000,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,6 ,1966702.83,"[""Water, Sanitation and Hygiene (WASH)""]",85758,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,8 ,527590.89,"[""Education"", ""Protection""]",1746,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,8 ,408056.14,"[""Education""]",5508,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,14,106855.55,"[""Protection""]",146,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,11,3000000.0,"[""Camp Coordination""]",66123,"69,8","-0,03"
Iraq,2017,Reserve,UN Agency,1 ,370000.0,"[""Emergency Shelter and Non-Food Items""]",7200,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,1 ,229999.28,"[""Emergency Shelter and Non-Food Items""]",4200,"69,8","-0,03"
Iraq,2017,Reserve,National NGO,3 ,600968.18,"[""Emergency Shelter and Non-Food Items""]",24000,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,3 ,300000.0,"[""Emergency Shelter and Non-Food Items""]",12000,"69,8","-0,03"
Iraq,2017,Reserve,International NGO,13,299685.26,"[""Other""]",170,"70,6",0
Jordan,2017,Standard,International NGO,15,370196.8,"[""Protection""]",1700,"24,3","0,37"
Jordan,2017,Standard,International NGO,8 ,360087.15,"[""Food Security""]",577,"24,3","0,37"
Jordan,2017,Standard,International NGO,8 ,400000.0,"[""Camp Coordination"", ""Food Security""]",11219,"24,3","0,37"
Jordan,2017,Standard,National NGO,8 ,290355.2,"[""Protection""]",2719,"24,3","0,37"
Jordan,2017,Standard,National NGO,12,320186.33,"[""Protection""]",3015,"24,3","0,37"
Jordan,2017,Standard,International NGO,8 ,400000.0,"[""Food Security""]",2000,"24,3","0,37"
Jordan,2017,Standard,International NGO,9 ,362684.53,"[""Health"", ""Protection""]",485,"24,3","0,37"
Jordan,2017,Standard,International NGO,7 ,399997.71,"[""Water, Sanitation and Hygiene (WASH)""]",2150,"24,3","0,37"
Jordan,2017,Standard,International NGO,8 ,291951.46,"[""Health"", ""Protection""]",800,"24,3","0,37"
Jordan,2017,Standard,International NGO,8 ,399266.9,"[""Food Security""]",2051,"24,3","0,37"
Jordan,2017,Standard,National NGO,8 ,399963.86,"[""Health""]",52,"26,5","0,37"
Jordan,2017,Standard,International NGO,9 ,399328.04,"[""Water, Sanitation and Hygiene (WASH)""]",2428,"24,3","0,37"
Jordan,2017,Standard,National NGO,10,166666.86,"[""Early Recovery"", ""Food Security""]",300,"24,3","0,37"
Jordan,2017,Standard,International NGO,12,216640.23,"[""Health""]",32,"24,3","0,37"
Jordan,2017,Standard,International NGO,8 ,392294.53,"[""Emergency Shelter and Non-Food Items""]",6050,"24,3","0,37"
Jordan,2017,Standard,International NGO,11,149721.89,"[""Health""]",8250,"24,3","0,37"
Jordan,2017,Standard,National NGO,8 ,198232.28,"[""Emergency Shelter and Non-Food Items""]",3160,"24,3","0,37"
Jordan,2017,Standard,National NGO,12,204522.45,"[""Education""]",249,"24,3","0,37"
Jordan,2017,Standard,International NGO,8 ,149877.95,"[""Early Recovery"", ""Food Security""]",28000,"24,3","0,37"
Jordan,2017,Standard,UN Agency,11,339213.54,"[""Early Recovery"", ""Food Security""]",3000,"24,3","0,37"
Jordan,2017,Standard,International NGO,6 ,396430.19,"[""Emergency Shelter and Non-Food Items""]",6688,"26,5","0,37"
Jordan,2017,Standard,International NGO,13,265000.0,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items""]",1385,"26,5","0,37"
Jordan,2017,Standard,International NGO,6 ,383007.36,"[""Emergency Shelter and Non-Food Items""]",4742,"26,5","0,37"
Jordan,2017,Standard,International NGO,6 ,300000.0,"[""Food Security""]",2650,"26,5","0,37"
Jordan,2017,Standard,International NGO,6 ,399999.02,"[""Emergency Shelter and Non-Food Items""]",4128,"26,5","0,37"
Jordan,2017,Standard,National NGO,6 ,249618.16,"[""Health""]",156,"26,5","0,37"
Jordan,2017,Reserve,Others,3 ,249972.87,"[""Health""]",330,"26,5","0,37"
