Country,AllocationYear,AllocationSourceName,OrganizationType,ProjectDuration (Months),Budget,Projectsector,Total People,CIRV - Prev,CIVR - Inc
DRC,2020,Reserve,International NGO,6 ,500000.08,"[""Food Security""]",10500,"23,9","-0,06"
DRC,2020,Reserve,National NGO,8 ,400000.0,"[""Water, Sanitation and Hygiene (WASH)""]",32000,"23,9","-0,06"
DRC,2020,Reserve,International NGO,11,519154.86,"[""Food Security""]",14010,"23,9","-0,06"
DRC,2020,Reserve,International NGO,8 ,245000.0,"[""Protection""]",6050,"23,9","-0,06"
DRC,2020,Reserve,National NGO,11,324176.62,"[""Nutrition""]",16960,"23,9","-0,06"
DRC,2020,Reserve,National NGO,10,800000.0,"[""Emergency Shelter and Non-Food Items"", ""Food Security""]",11681,"23,9","-0,06"
DRC,2020,Reserve,National NGO,9 ,300000.0,"[""Early Recovery"", ""Protection""]",45488,"23,9","-0,06"
DRC,2020,Reserve,UN Agency,12,699995.51,"[""Health""]",175710,"23,9","-0,06"
DRC,2020,Reserve,National NGO,9 ,250348.83,"[""Nutrition""]",3098,"23,9","-0,06"
DRC,2020,Reserve,International NGO,10,450000.01,"[""Protection""]",173191,"23,9","-0,06"
DRC,2020,Reserve,Others,6 ,700000.18,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",19350,"23,9","-0,06"
DRC,2020,Reserve,National NGO,7 ,600000.0,"[""Food Security"", ""Protection""]",58000,"23,9","-0,06"
DRC,2020,Reserve,International NGO,9 ,700000.0,"[""Emergency Shelter and Non-Food Items""]",5172,"23,9","-0,06"
DRC,2020,Reserve,International NGO,12,850011.87,"[""Camp Coordination""]",14,"23,9","-0,06"
DRC,2020,Reserve,International NGO,17,699999.48,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",19758,"23,9","-0,06"
DRC,2020,Reserve,National NGO,10,420000.04,"[""Water, Sanitation and Hygiene (WASH)""]",49271,"23,9","-0,06"
DRC,2020,Reserve,International NGO,12,940361.2,"[""Education"", ""Emergency Shelter and Non-Food Items"", ""Protection""]",17429,"23,9","-0,06"
DRC,2020,Reserve,International NGO,12,1070300.0,"[""Health""]",14923,"23,9","-0,06"
DRC,2020,Reserve,International NGO,9 ,668635.64,"[""Nutrition"", ""Protection""]",47043,"23,9","-0,06"
DRC,2020,Reserve,International NGO,13,290050.08,"[""Camp Coordination""]",100,"23,9","-0,06"
DRC,2020,Reserve,International NGO,12,367384.5,"[""Camp Coordination""]",2,"23,7","-0,08"
DRC,2020,Reserve,National NGO,12,50000.01,"[""Camp Coordination""]",104,"23,7","-0,08"
DRC,2020,Reserve,International NGO,13,187999.98,"[""Camp Coordination""]",57,"23,9","-0,06"
DRC,2020,Reserve,International NGO,12,125720.92,"[""Camp Coordination""]",90,"23,7","-0,08"
DRC,2020,Reserve,International NGO,12,188000.0,"[""Camp Coordination""]",100,"23,9","-0,06"
DRC,2020,Reserve,International NGO,16,365138.17,"[""Camp Coordination""]",124,"23,7","-0,08"
DRC,2020,Reserve,International NGO,13,401067.03,"[""Camp Coordination""]",298,"23,9","-0,06"
DRC,2020,Reserve,National NGO,11,193605.8,"[""Camp Coordination""]",35,"23,9","-0,06"
Ethiopia,2020,Standard,UN Agency,6 ,401934.37,"[""Health""]",102000,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,750000.0,"[""Education""]",24545,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,7 ,448816.7,"[""Emergency Shelter and Non-Food Items"", ""Health""]",10109,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,15,250000.15,"[""Protection""]",9945,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,5 ,250000.0,"[""Health""]",120000,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,6 ,2000015.26,"[""Logistics""]",25,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,12,659844.95,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",63670,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,7 ,750000.0,"[""Education""]",37240,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,7 ,250000.0,"[""Water, Sanitation and Hygiene (WASH)""]",26451,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,372125.65,"[""Health"", ""Nutrition""]",35738,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,7 ,245060.0,"[""Water, Sanitation and Hygiene (WASH)""]",58824,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,485000.0,"[""Emergency Shelter and Non-Food Items""]",17743,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,299993.11,"[""Water, Sanitation and Hygiene (WASH)""]",60495,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,6 ,249932.33,"[""Health"", ""Nutrition""]",76348,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,9 ,203966.01,"[""Health""]",337497,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,12,365610.14,"[""Water, Sanitation and Hygiene (WASH)""]",65259,"54,5","0,11"
Ethiopia,2020,Standard,National NGO,8 ,150000.73,"[""Protection""]",37500,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,9 ,150085.05,"[""Health""]",25000,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,10,880000.04,"[""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",94224,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,234031.51,"[""Water, Sanitation and Hygiene (WASH)""]",18481,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,11,500000.0,"[""Protection""]",7546,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,8 ,491897.48,"[""Health"", ""Nutrition""]",25436,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,8 ,445848.56,"[""Food Security""]",17050,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,6 ,100085.36,"[""Protection""]",13645,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,8 ,208001.4,"[""Other""]",7384,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,10,742423.94,"[""Emergency Shelter and Non-Food Items""]",31086,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,9 ,150000.0,"[""Protection""]",22910,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,8 ,262069.61,"[""Water, Sanitation and Hygiene (WASH)""]",34750,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,9 ,404237.2,"[""Food Security""]",36040,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,12,547850.08,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",36713,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,9 ,250000.74,"[""Food Security""]",61200,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,9 ,485074.45,"[""Emergency Shelter and Non-Food Items""]",17732,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,8 ,999841.03,"[""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",127222,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,172000.0,"[""Water, Sanitation and Hygiene (WASH)""]",47350,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,6 ,360006.15,"[""Nutrition""]",11121,"54,5","0,11"
Ethiopia,2020,Standard,National NGO,5 ,755429.99,"[""Health"", ""Nutrition""]",179257,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,199939.69,"[""Protection""]",14869,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,6 ,350203.6,"[""Nutrition""]",1500,"54,5","0,11"
Ethiopia,2020,Standard,National NGO,7 ,190000.06,"[""Health"", ""Nutrition""]",52838,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,4 ,199999.33,"[""Health""]",43984,"54,5","0,11"
Ethiopia,2020,Standard,National NGO,7 ,200000.0,"[""Water, Sanitation and Hygiene (WASH)""]",30960,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,8 ,250000.0,"[""Health""]",31851,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,9 ,1775030.81,"[""Emergency Shelter and Non-Food Items""]",57129,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,457907.06,"[""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",76853,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,9 ,499664.83,"[""Nutrition""]",24569,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,8 ,500000.14,"[""Health"", ""Nutrition""]",170824,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,8 ,249999.9,"[""Protection""]",39116,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,5 ,250000.0,"[""Health""]",80034,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,250000.04,"[""Protection""]",14452,"54,5","0,11"
Ethiopia,2020,Standard,National NGO,6 ,100000.37,"[""Health""]",30000,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,307159.41,"[""Nutrition""]",15794,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,330000.01,"[""Water, Sanitation and Hygiene (WASH)""]",33549,"54,5","0,11"
Ethiopia,2020,Standard,UN Agency,8 ,450000.0,"[""Camp Coordination"", ""Health""]",74827,"54,5","0,11"
Ethiopia,2020,Standard,International NGO,6 ,500000.28,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",244811,"54,5","0,11"
Ethiopia,2020,Reserve,UN Agency,12,1498845.44,"[""Health""]",13411,"64,4","0,2"
Ethiopia,2020,Standard,UN Agency,7 ,799999.88,"[""Logistics""]",25,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,9 ,600000.64,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",8200,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,9 ,1100000.92,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",159192,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,9 ,600000.1,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",29490,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,9 ,476316.73,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",26620,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,13,650269.03,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",37097,"64,4","0,2"
Ethiopia,2020,Standard,National NGO,6 ,164996.69,"[""Health""]",72066,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,9 ,237500.01,"[""Emergency Shelter and Non-Food Items""]",5060,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,10,598876.07,"[""Education"", ""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",43961,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,7 ,110000.39,"[""Health""]",74623,"64,4","0,2"
Ethiopia,2020,Standard,National NGO,6 ,120000.11,"[""Health""]",29578,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,8 ,550006.71,"[""Water, Sanitation and Hygiene (WASH)""]",94592,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,200000.0,"[""Water, Sanitation and Hygiene (WASH)""]",45000,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,11,300000.0,"[""Protection""]",50940,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,502852.45,"[""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",60000,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,7 ,434375.71,"[""Emergency Shelter and Non-Food Items""]",11385,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,180000.71,"[""Health""]",11418,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,15,800000.05,"[""Education"", ""Emergency Shelter and Non-Food Items"", ""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",116910,"64,4","0,2"
Ethiopia,2020,Standard,National NGO,8 ,661954.11,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",62127,"64,4","0,2"
Ethiopia,2020,Standard,National NGO,6 ,118750.31,"[""Emergency Shelter and Non-Food Items""]",2640,"64,4","0,2"
Ethiopia,2020,Standard,UN Agency,12,300000.0,"[""Protection""]",15500,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,12,160001.67,"[""Nutrition""]",6489,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,8 ,248039.16,"[""Nutrition""]",15599,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,8 ,80000.06,"[""Nutrition""]",11241,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,8 ,497750.0,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",4285,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,7 ,309848.04,"[""Emergency Shelter and Non-Food Items""]",16140,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,8 ,165004.19,"[""Health""]",6667,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,11,550002.42,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Water, Sanitation and Hygiene (WASH)""]",31055,"64,4","0,2"
Ethiopia,2020,Standard,National NGO,6 ,179999.99,"[""Health""]",50000,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,270000.0,"[""Health"", ""Nutrition""]",33976,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,279999.99,"[""Nutrition""]",9948,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,500000.0,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",21439,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,440000.0,"[""Food Security""]",750000,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,9 ,239967.37,"[""Nutrition""]",99758,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,16,497323.44,"[""Education""]",12320,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,109998.84,"[""Health"", ""Nutrition""]",41676,"64,4","0,2"
Ethiopia,2020,Standard,National NGO,6 ,229935.99,"[""Nutrition""]",20256,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,9 ,404041.63,"[""Food Security""]",28443,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,12,110053.8,"[""Health""]",35000,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,12,461885.35,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",259743,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,8 ,1074112.36,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",75325,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,9 ,199037.16,"[""Protection""]",84224,"64,4","0,2"
Ethiopia,2020,Standard,UN Agency,9 ,1800000.67,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",111559,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,12,446661.88,"[""Nutrition""]",10000,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,7 ,699916.69,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",25899,"64,4","0,2"
Ethiopia,2020,Standard,International NGO,6 ,689107.66,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",11557,"64,4","0,2"
Ethiopia,2020,Standard,UN Agency,9 ,500000.0,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",54641,"64,4","0,2"
Ethiopia,2020,Reserve,National NGO,6 ,750000.02,"[""Health"", ""Nutrition""]",230068,"64,4","0,2"
Ethiopia,2020,Reserve,UN Agency,6 ,1999999.71,"[""Logistics""]",25,"64,4","0,2"
Ethiopia,2020,Reserve,International NGO,8 ,749999.94,"[""Health""]",110701,"64,4","0,2"
Ethiopia,2020,Reserve,International NGO,18,8499999.95,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",1175999,"64,4","0,2"
Iraq,2020,Standard,International NGO,12,3000000.0,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",184433,"52,5","-0,17"
Iraq,2020,Standard,UN Agency,17,1000000.24,"[""Health""]",1241010,"52,5","-0,17"
Iraq,2020,Standard,National NGO,13,699808.08,"[""Early Recovery""]",3060,"52,5","-0,17"
Iraq,2020,Standard,International NGO,13,470000.15,"[""Health""]",113860,"52,5","-0,17"
Iraq,2020,Standard,International NGO,22,405367.23,"[""Logistics""]",190,"52,5","-0,17"
Iraq,2020,Standard,International NGO,10,270000.22,"[""Camp Coordination""]",4810,"52,5","-0,17"
Iraq,2020,Standard,International NGO,10,1179491.43,"[""Protection""]",21400,"52,5","-0,17"
Iraq,2020,Standard,International NGO,11,800000.0,"[""Protection""]",5972,"52,5","-0,17"
Iraq,2020,Standard,International NGO,12,1499998.98,"[""Early Recovery""]",6930,"52,5","-0,17"
Iraq,2020,Standard,International NGO,12,1199246.73,"[""Protection""]",23000,"52,5","-0,17"
Iraq,2020,Standard,International NGO,13,2200000.0,"[""Early Recovery"", ""Food Security""]",11664,"52,5","-0,17"
Iraq,2020,Standard,International NGO,12,893499.74,"[""Protection""]",39491,"52,5","-0,17"
Iraq,2020,Standard,International NGO,13,2000000.0,"[""Protection""]",24035,"52,5","-0,17"
Iraq,2020,Standard,UN Agency,11,900000.01,"[""Education""]",60200,"52,5","-0,17"
Iraq,2020,Standard,International NGO,12,430182.58,"[""Camp Coordination""]",16555,"52,5","-0,17"
Iraq,2020,Standard,International NGO,12,897612.82,"[""Protection""]",9758,"52,5","-0,17"
Iraq,2020,Standard,International NGO,12,400000.0,"[""Protection""]",6138,"52,5","-0,17"
Iraq,2020,Standard,International NGO,11,551999.09,"[""Protection""]",16205,"52,5","-0,17"
Iraq,2020,Standard,UN Agency,9 ,200000.0,"[""Other""]",34532,"52,5","-0,17"
Iraq,2020,Standard,International NGO,10,800000.0,"[""Early Recovery""]",3696,"52,5","-0,17"
Iraq,2020,Reserve,International NGO,15,1300000.01,"[""Health""]",30007,"67,3","-0,09"
Iraq,2020,Reserve,International NGO,12,698597.22,"[""Water, Sanitation and Hygiene (WASH)""]",6400,"67,3","-0,09"
Iraq,2020,Reserve,International NGO,11,400646.99,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",10274,"67,3","-0,09"
Iraq,2020,Reserve,National NGO,14,135023.3,"[""Health""]",5390,"67,3","-0,09"
Iraq,2020,Reserve,International NGO,10,1555970.0,"[""Emergency Shelter and Non-Food Items""]",13110,"52,5","-0,17"
Iraq,2020,Reserve,International NGO,7 ,509852.86,"[""Emergency Shelter and Non-Food Items""]",3930,"67,3","-0,09"
Iraq,2020,Reserve,International NGO,5 ,397968.99,"[""Emergency Shelter and Non-Food Items""]",1938,"52,5","-0,17"
Iraq,2020,Reserve,International NGO,7 ,246909.67,"[""Protection""]",3998,"52,5","-0,17"
Iraq,2020,Reserve,International NGO,4 ,500000.0,"[""Water, Sanitation and Hygiene (WASH)""]",20467,"52,5","-0,17"
Iraq,2020,Reserve,International NGO,6 ,238748.37,"[""Protection""]",950,"52,5","-0,17"
Iraq,2020,Reserve,International NGO,8 ,399999.9,"[""Protection""]",1962,"52,5","-0,17"
Iraq,2020,Reserve,International NGO,3 ,663186.0,"[""Emergency Shelter and Non-Food Items""]",11190,"67,3","-0,09"
Iraq,2020,Reserve,International NGO,8 ,500000.27,"[""Protection""]",15075,"52,5","-0,17"
Iraq,2020,Reserve,International NGO,8 ,250001.7,"[""Protection""]",2700,"52,5","-0,17"
Jordan,2020,Reserve,UN Agency,5 ,300002.72,"[""Water, Sanitation and Hygiene (WASH)""]",272552,26,"0,31"
Jordan,2020,Reserve,National NGO,4 ,80963.69,"[""Health""]",500000,26,"0,31"
Jordan,2020,Reserve,National NGO,3 ,400000.0,"[""Health""]",27500,26,"0,31"
Jordan,2020,Reserve,International NGO,3 ,138709.45,"[""Health"", ""Protection""]",2600,26,"0,31"
Jordan,2020,Standard,International NGO,7 ,295545.18,"[""Health"", ""Protection""]",4175,26,"0,31"
Jordan,2020,Standard,International NGO,10,350000.0,"[""Water, Sanitation and Hygiene (WASH)""]",42500,26,"0,31"
Jordan,2020,Standard,International NGO,9 ,247753.02,"[""Health"", ""Protection""]",380,26,"0,31"
Jordan,2020,Standard,International NGO,14,248902.72,"[""Protection""]",25000,26,"0,31"
Jordan,2020,Standard,National NGO,13,286225.54,"[""Health""]",31750,26,"0,31"
Jordan,2020,Standard,International NGO,5 ,349626.78,"[""Emergency Shelter and Non-Food Items""]",8620,26,"0,31"
Jordan,2020,Standard,International NGO,7 ,349876.09,"[""Emergency Shelter and Non-Food Items""]",3790,26,"0,31"
Jordan,2020,Standard,National NGO,9 ,300263.35,"[""Protection""]",112052,26,"0,31"
Jordan,2020,Standard,National NGO,5 ,300008.31,"[""Health""]",369,26,"0,31"
Jordan,2020,Standard,International NGO,6 ,292361.41,"[""Health""]",716,26,"0,31"
Jordan,2020,Standard,National NGO,8 ,250366.09,"[""Emergency Shelter and Non-Food Items""]",11757,26,"0,31"
Jordan,2020,Standard,International NGO,7 ,299994.89,"[""Health""]",15404,26,"0,31"
Jordan,2020,Standard,UN Agency,4 ,300000.0,"[""Emergency Shelter and Non-Food Items""]",3360,"34,4","0,35"
Jordan,2020,Standard,Others,7 ,300002.59,"[""Health""]",75,26,"0,31"
Jordan,2020,Standard,National NGO,4 ,349999.99,"[""Emergency Shelter and Non-Food Items""]",7125,26,"0,31"
Jordan,2020,Reserve,International NGO,5 ,374448.44,"[""Health""]",1538,"34,4","0,35"
Jordan,2020,Standard,National NGO,11,299097.42,"[""Protection""]",2520,"34,4","0,35"
Jordan,2020,Standard,International NGO,6 ,330674.58,"[""Emergency Shelter and Non-Food Items""]",3875,"34,4","0,35"
Jordan,2020,Standard,International NGO,7 ,300000.0,"[""Emergency Shelter and Non-Food Items""]",1500,"34,4","0,35"
Jordan,2020,Standard,International NGO,7 ,300000.0,"[""Emergency Shelter and Non-Food Items""]",3300,"34,4","0,35"
Jordan,2020,Standard,International NGO,7 ,300000.0,"[""Emergency Shelter and Non-Food Items""]",4528,"34,4","0,35"
Jordan,2020,Standard,International NGO,8 ,189692.27,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",1763,"34,4","0,35"
Jordan,2020,Standard,National NGO,12,250000.0,"[""Emergency Shelter and Non-Food Items""]",1850,"34,4","0,35"
Jordan,2020,Standard,National NGO,4 ,299999.89,"[""Emergency Shelter and Non-Food Items""]",3760,"34,4","0,35"
Jordan,2020,Standard,International NGO,17,250000.0,"[""Protection""]",20000,"34,4","0,35"
Lebanon,2020,Reserve,International NGO,13,996813.01,"[""Emergency Shelter and Non-Food Items""]",25605,"29,7","0,33"
Lebanon,2020,Reserve,National NGO,8 ,153513.54,"[""Protection""]",170,"29,7","0,33"
Lebanon,2020,Reserve,National NGO,8 ,153844.6,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",328,"29,7","0,33"
Lebanon,2020,Reserve,National NGO,11,71257.72,"[""Protection""]",150,"29,7","0,33"
Lebanon,2020,Reserve,National NGO,14,82539.8,"[""Other""]",100,"29,7","0,33"
Lebanon,2020,Standard,International NGO,6 ,1867491.8,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",40050,"29,7","0,33"
Lebanon,2020,Standard,International NGO,13,657982.59,"[""Health""]",900,"29,7","0,33"
Lebanon,2020,Standard,National NGO,5 ,296282.44,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",2000,"29,7","0,33"
Lebanon,2020,Standard,International NGO,7 ,1493268.58,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",8505,"29,7","0,33"
Lebanon,2020,Standard,UN Agency,8 ,29997.88,"[""Protection""]",2000,"29,7","0,33"
Lebanon,2020,Standard,National NGO,19,363800.0,"[""Protection""]",750,"29,7","0,33"
Lebanon,2020,Standard,National NGO,11,260480.8,"[""Water, Sanitation and Hygiene (WASH)""]",856,"29,7","0,33"
Lebanon,2020,Standard,National NGO,8 ,456405.83,"[""Water, Sanitation and Hygiene (WASH)""]",1375,"29,7","0,33"
Lebanon,2020,Standard,National NGO,15,2543197.84,"[""Health"", ""Protection""]",7592,"29,7","0,33"
Lebanon,2020,Standard,International NGO,18,1563378.24,"[""Health"", ""Protection""]",25821,"29,7","0,33"
Lebanon,2020,Standard,National NGO,12,154796.9,"[""Protection""]",11200,"29,7","0,33"
Lebanon,2020,Standard,National NGO,8 ,429189.7,"[""Food Security""]",11945,"29,7","0,33"
Lebanon,2020,Standard,International NGO,13,239159.64,"[""Health""]",195,"29,7","0,33"
Lebanon,2020,Standard,International NGO,9 ,172269.45,"[""Water, Sanitation and Hygiene (WASH)""]",100,"29,7","0,33"
Lebanon,2020,Standard,National NGO,12,177593.64,"[""Protection""]",430,"29,7","0,33"
Lebanon,2020,Reserve,International NGO,21,2271580.0,"[""Health""]",28325,"37,8","0,29"
Lebanon,2020,Reserve,International NGO,16,1175262.03,"[""Health""]",12028,"37,8","0,29"
Lebanon,2020,Reserve,National NGO,6 ,600000.0,"[""Health""]",15000,"37,8","0,29"
Myanmar,2020,Reserve,International NGO,9 ,225140.9,"[""Health""]",16800,"54,2","0,11"
Myanmar,2020,Reserve,International NGO,7 ,270232.57,"[""Health""]",39669,"54,2","0,11"
Myanmar,2020,Reserve,UN Agency,6 ,990000.57,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",201705,"54,2","0,11"
Myanmar,2020,Reserve,National NGO,7 ,361364.74,"[""Health""]",35905,"54,2","0,11"
Myanmar,2020,Reserve,International NGO,6 ,294750.28,"[""Health""]",99194,"54,2","0,11"
Myanmar,2020,Reserve,National NGO,8 ,306603.14,"[""Health""]",6498,"54,2","0,11"
Myanmar,2020,Reserve,International NGO,7 ,254438.2,"[""Health""]",58217,"54,2","0,11"
Myanmar,2020,Reserve,UN Agency,9 ,599735.0,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",171000,"54,2","0,11"
Myanmar,2020,Reserve,National NGO,3 ,183769.14,"[""Health""]",42762,"54,2","0,11"
Myanmar,2020,Reserve,International NGO,8 ,295285.27,"[""Health""]",47200,"54,2","0,11"
Myanmar,2020,Standard,International NGO,18,410508.0,"[""Health"", ""Protection""]",84715,"51,6","0,07"
Myanmar,2020,Standard,International NGO,18,700000.0,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",78151,"51,6","0,07"
Myanmar,2020,Standard,National NGO,14,296028.47,"[""Food Security""]",5697,"51,6","0,07"
